query_seq,closest_neighbor,min_dist,neighborhood_mean,neighborhood_median
G000017245,['G900110905'],0.178173,0.24530409999999997,0.263022
G000017265,['G001429025'],0.17440799999999998,0.21030039999999997,0.21089699999999997
G000017305,['G000708885'],0.19173099999999998,0.20689059999999998,0.21089699999999997
G000017405,"['G000344725', 'G000518985', 'G000763885', 'G001652485']",0.19173099999999998,0.21092039999999998,0.20409449999999998
G000017425,['G000007825'],0.149777,0.1717224,0.159146
G000017465,['G000705255'],0.219531,0.25289459999999997,0.263022
G000017505,['G000022145'],0.164662,0.2339891,0.243761
G000017545,['G000235405'],0.17440799999999998,0.24608529999999998,0.263022
G000017565,['G000688515'],0.23010999999999998,0.24817419999999998,0.243761
G000017585,['G001190755'],0.197292,0.23831,0.243761
G000017625,"['G000020725', 'G000275865']",0.263022,0.2893892,0.295981
G000017645,['G000526175'],0.147707,0.2175552,0.23010999999999998
G000017685,['G000304275'],0.167688,0.24792309999999998,0.263022
G000017705,['G000196095'],0.129604,0.1516322,0.1411335
G000017785,['G000313385'],2.3827399999999998e-05,0.00021829914,0.000239895
G000017805,['G000016665'],0.197292,0.2611147,0.263022
G000017845,['G000231425'],9.55247e-05,0.16617195247,0.172667
G000017865,['G001508115'],0.00541137,0.20900523699999998,0.23010999999999998
G000017945,"['G000010605', 'G000223395']",0.263022,0.2893892,0.295981
G000018025,"['G000019525', 'G001957125']",0.203604,0.2266034,0.219531
G000018105,['G000238775'],0.0595738,0.26245258,0.295981
G000018145,['G001305615'],0.154223,0.1793334,0.178173
G000018205,['G000284155'],0.0393656,0.06482268,0.0676131
G000018245,['G000012385'],0.00170624,0.12800611,0.1578825
G000018265,['G000016425'],0.11197,0.19571999999999998,0.20044800000000002
G000018285,['G000014885'],0.203604,0.2460846,0.243761
G000018305,"['G001516725', 'G001663375']",0.23010999999999998,0.27758479999999996,0.295981
G000018325,"['G000010185', 'G000010585', 'G000016985', 'G000025645', 'G000173975', 'G000233455', 'G000299355', 'G000332875', 'G000387765', 'G000466465', 'G000497245', 'G000723525', 'G000770675', 'G001190785', 'G001278755', 'G001316435', 'G001516055', 'G001562415', 'G001591825', 'G001601575', 'G001748365', 'G001878675', 'G900086585', 'G900142105', 'G900156915']",0.263022,0.263022,0.263022
G000018365,['G001647085'],0.0981375,0.17934715,0.18226900000000001
G000018405,"['G000468495', 'G000519125']",0.243761,0.2591698,0.263022
G000018425,"['G000091545', 'G000821105', 'G001311905']",0.263022,0.2860933,0.295981
G000018465,['G000746765'],0.106047,0.1490095,0.141088
G000018485,['G000017225'],0.07335449999999999,0.22944529,0.263022
G000018545,['G001889105'],0.111073,0.1674079,0.1745495
G000018565,['G001306135'],0.12827,0.275914,0.295981
G000018605,['G001508055'],0.0943778,0.24752738,0.263022
G000018665,"['G000429845', 'G000745855']",0.151946,0.1663702,0.170926
G000018685,"['G000156535', 'G000466465', 'G000702945', 'G900115365']",0.243761,0.2553176,0.263022
G000018785,['G000526235'],0.197292,0.22577029999999998,0.23010999999999998
G000018865,['G000022185'],0.00011949600000000001,0.2469407496,0.295981
G000018885,"['G000196235', 'G000950575', 'G001263615', 'G001424565', 'G001428365', 'G001484605', 'G001542565']",0.263022,0.2729097,0.263022
G000018945,['G000750655'],0.000264084,0.0961856284,0.10848699999999999
G000019165,['G000305935'],0.18676099999999998,0.25539589999999995,0.263022
G000019205,['G000816345'],0.12827,0.2069584,0.21089699999999997
G000019225,"['G000236625', 'G000832015', 'G001183545', 'G001464125']",0.263022,0.2827974,0.295981
G000019285,"['G001042525', 'G001042545']",0.057903300000000005,0.10710175,0.09962375
G000019365,['G000022085'],0.12827,0.1746584,0.18022100000000002
G000019405,['G000521765'],0.167688,0.2175059,0.22482049999999998
G000019485,['G001693295'],0.0272504,0.14316413,0.13989544999999998
G000019525,['G000018025'],0.203604,0.23359829999999998,0.23010999999999998
G000019605,"['G000023205', 'G000340885', 'G000371925', 'G000685155', 'G000800295', 'G001316005', 'G001629205', 'G001785545', 'G001785675', 'G001785785', 'G001786175']",0.295981,0.295981,0.295981
G000019665,['G000953475'],0.243761,0.2841672,0.295981
G000019685,['G000019705'],0.012729299999999999,0.09584969,0.13241999999999998
G000019705,['G000019685'],0.012729299999999999,0.09539745,0.12657249999999998
G000019725,['G001280145'],0.0127767,0.15537157,0.1762905
G000019745,"['G000016345', 'G001830325']",0.178173,0.23605079999999998,0.263022
G000019785,['G000689195'],0.156619,0.1805915,0.18226900000000001
G000019805,['G000015205'],0.1233,0.2576614,0.27950149999999996
G000019845,['G000745425'],0.21089699999999997,0.25780949999999997,0.263022
G000019905,['G001650325'],0.11019300000000001,0.22158709999999998,0.2533915
G000019945,['G001643095'],0.00956826,0.148813226,0.166374
G000019965,"['G000007705', 'G000374445', 'G000381265', 'G000720035', 'G000768345', 'G000982715', 'G001005145', 'G001305595', 'G001422375', 'G001580015', 'G001780165', 'G900100155']",0.263022,0.263022,0.263022
G000020005,"['G000009545', 'G000146345', 'G000155875', 'G000183525', 'G000212915', 'G000283315', 'G000307875', 'G000648615', 'G000686145', 'G000712055', 'G001190785']",0.263022,0.263022,0.263022
G000020025,['G001904715'],0.14382999999999999,0.2064175,0.215214
G000020045,['G000698575'],0.18676099999999998,0.2023872,0.203604
G000020145,"['G000014125', 'G000018025', 'G000021025', 'G000021805', 'G000145615', 'G000163895', 'G000269565', 'G000272145', 'G000311825', 'G000374045', 'G000383875', 'G000407505', 'G000420065', 'G000426925', 'G000428045', 'G000434675', 'G000498295', 'G000508625', 'G000620025', 'G000621005', 'G000993335', 'G001003225', 'G001020585', 'G001037925', 'G001043175', 'G001077885', 'G001188545', 'G001446935', 'G001468925', 'G001553285', 'G001553955', 'G001626795', 'G001761365', 'G001776425', 'G001779575', 'G001795495', 'G001797515', 'G001797585', 'G001797595', 'G001797665', 'G001798155', 'G001798485', 'G001798625', 'G001806225', 'G001819335', 'G001824325', 'G001824885', 'G001824925', 'G001957125', 'G002010635', 'G002011615', 'G900096905', 'G900106855', 'G900111095', 'G900156225']",0.295981,0.295981,0.295981
G000020165,"['G000473995', 'G001456065']",0.203604,0.2415079,0.243761
G000020205,['G000953875'],0.11288699999999999,0.1769356,0.1945115
G000020225,['G000723745'],0.011264299999999998,0.09909369,0.07181264999999999
G000020305,['G000215505'],0.00038558099999999997,0.0049700864,0.005509895000000001
G000020365,['G000233695'],0.23010999999999998,0.2591745,0.263022
G000020385,['G000012925'],0.23010999999999998,0.2828021,0.295981
G000020465,['G000015125'],0.178173,0.2644342,0.27950149999999996
G000020485,"['G000011225', 'G000012545', 'G000012865', 'G000019665', 'G000023145', 'G000153025', 'G000156295', 'G000162575', 'G000163555', 'G000170735', 'G000177235', 'G000189775', 'G000219725', 'G000291945', 'G000311745', 'G000364425', 'G000368925', 'G000373345', 'G000379025', 'G000380245', 'G000383715', 'G000423045', 'G000424205', 'G000427565', 'G000428705', 'G000431615', 'G000432275', 'G000488255', 'G000501755', 'G000520015', 'G000698785', 'G000702045', 'G000741765', 'G000743525', 'G000821065', 'G000830175', 'G000961095', 'G000992325', 'G000993565', 'G000994485', 'G000994625', 'G001184205', 'G001185205', 'G001436605', 'G001442625', 'G001458595', 'G001513075', 'G001577525', 'G001676785', 'G001729395', 'G001773425', 'G001780385', 'G001784555', 'G001786905', 'G001789365', 'G001792425', 'G001795535', 'G001832905', 'G001872685', 'G002011235', 'G002011575', 'G900102615', 'G900103915', 'G900107645', 'G900107845', 'G900129465', 'G900129805']",0.295981,0.295981,0.295981
G000020505,['G000006985'],0.133864,0.2501062,0.263022
G000020525,"['G000007085', 'G000007485', 'G000009305', 'G000020625', 'G000022605', 'G000091985', 'G000092045', 'G000093025', 'G000093165', 'G000156275', 'G000169415', 'G000190555', 'G000191045', 'G000233435', 'G000236405', 'G000259255', 'G000262715', 'G000274045', 'G000274085', 'G000315235', 'G000316605', 'G000332515', 'G000334405', 'G000346315', 'G000346505', 'G000348805', 'G000379805', 'G000381625', 'G000420465', 'G000427295', 'G000429345', 'G000429945', 'G000455605', 'G000471965', 'G000473865', 'G000478645', 'G000485475', 'G000513475', 'G000621485', 'G000709555', 'G000711725', 'G000740095', 'G000742475', 'G000812875', 'G000817085', 'G000992365', 'G000993485', 'G000994895', 'G000996245', 'G001000205', 'G001000465', 'G001002205', 'G001002415', 'G001002885', 'G001002965', 'G001050135', 'G001189195', 'G001440405', 'G001507995', 'G001513285', 'G001603775', 'G001643555', 'G001643615', 'G001715195', 'G001773455', 'G001778055', 'G001792295', 'G001873715', 'G001914935', 'G001950115']",0.295981,0.295981,0.295981
G000020545,['G000020625'],0.219531,0.25675149999999997,0.263022
G000020565,"['G000023285', 'G000709555']",0.263022,0.2893892,0.295981
G000020605,['G000174195'],0.19173099999999998,0.2144894,0.219531
G000020625,['G000020545'],0.219531,0.26004269999999996,0.263022
G000020645,"['G000015125', 'G001975465']",0.203604,0.2591142,0.27950149999999996
G000020685,['G000430865'],0.197292,0.22446339999999998,0.22482049999999998
G000020725,['G000768335'],0.23010999999999998,0.25395249999999997,0.263022
G000020785,"['G000328765', 'G001263415', 'G001282725']",0.263022,0.2860933,0.295981
G000020905,['G000513855'],0.00881017,0.231093137,0.27950149999999996
G000020945,['G001896705'],0.04288,0.2614332,0.295981
G000020965,['G000021645'],0.18226900000000001,0.25494669999999997,0.263022
G000020985,['G000423865'],0.197292,0.256449,0.263022
G000021025,['G000620105'],0.18226900000000001,0.2305373,0.243761
G000021045,['G000364625'],0.161822,0.180028,0.18226900000000001
G000021285,['G000016905'],0.243761,0.2808713,0.295981
G000021325,['G002005465'],0.19173099999999998,0.2143813,0.215214
G000021385,"['G000179555', 'G000519125', 'G900116045']",0.23010999999999998,0.2396657,0.243761
G000021485,['G001308895'],0.00712406,0.11645004699999999,0.14874199999999999
G000021545,['G000619805'],0.102268,0.2549129,0.263022
G000021565,"['G000173615', 'G000307165']",0.263022,0.2893892,0.295981
G000021645,['G000020965'],0.18226900000000001,0.2813139,0.295981
G000021685,"['G000421545', 'G001482365']",0.263022,0.2893892,0.295981
G000021705,"['G000429565', 'G000471645', 'G000753865']",0.263022,0.2860933,0.295981
G000021725,"['G000170735', 'G000523275']",0.243761,0.2591698,0.263022
G000021745,['G000745475'],0.21089699999999997,0.2353214,0.243761
G000021805,['G000169335'],0.203604,0.25130189999999997,0.263022
G000021825,['G000147335'],0.178173,0.2743125,0.295981
G000021865,['G000429765'],0.197292,0.2073486,0.21089699999999997
G000021885,['G000444545'],0.0164989,0.03087849,0.03058965
G000021905,['G000429905'],0.0226378,0.26535078,0.295981
G000021925,['G000379505'],0.017300599999999996,0.18440345,0.243761
G000021945,"['G000018865', 'G000022185', 'G000735195']",0.23010999999999998,0.266332,0.263022
G000021965,"['G000427905', 'G000428685', 'G000473125', 'G001908185']",0.263022,0.2827974,0.295981
G000021985,['G000378965'],0.170926,0.2110484,0.219531
G000022005,['G000744465'],0.145727,0.2007284,0.2072505
G000022025,['G000189535'],0.14382999999999999,0.17181839999999998,0.17440799999999998
G000022045,"['G000018105', 'G000238775', 'G000317125', 'G000710505', 'G000733415', 'G001873365', 'G001895925', 'G001939115', 'G900009135', 'G900010725']",0.263022,0.263022,0.263022
G000022065,['G000421965'],0.133864,0.2182951,0.243761
G000022085,['G000019365'],0.12827,0.1931928,0.21089699999999997
G000022125,['G900119095'],0.00997914,0.22401561399999997,0.263022
G000022145,['G000017505'],0.164662,0.22523749999999998,0.23010999999999998
G000022185,['G000018865'],0.00011949600000000001,0.2469407496,0.295981
G000022205,['G000337375'],0.0931964,0.12751711000000002,0.13540600000000003
G000022265,['G000016745'],0.21089699999999997,0.2558834,0.263022
G000022305,['G001310795'],0.026226599999999996,0.14890596,0.16617500000000002
G000022325,['G000166355'],0.06626489999999999,0.12605849,0.112375
G000022365,['G000151205'],0.11288699999999999,0.18536519999999998,0.2072505
G000022385,['G000024305'],0.00737682,0.013238751,0.01492345
G000022405,['G000245115'],0.00387578,0.004582673,0.00467416
G000022425,['G000245255'],0.000336872,0.0030961120000000003,0.0029021999999999997
G000022445,['G000245215'],0.00274254,0.005668234,0.006094585
G000022465,['G000022485'],0.00726808,0.014114147,0.01613685
G000022485,['G000022465'],0.00726808,0.014152807,0.016081150000000002
G000022525,['G000013165'],0.0782587,0.25251176999999997,0.295981
G000022545,['G001508175'],0.0154006,0.16734279999999999,0.19518249999999998
G000022565,"['G000688455', 'G001449115']",0.243761,0.2591698,0.263022
G000022605,['G000262715'],0.12571500000000002,0.19445459999999998,0.18676099999999998
G000022725,['G000689355'],0.0994698,0.12224988,0.1268865
G000022885,"['G000247895', 'G000262305', 'G000400505', 'G000735345', 'G000757785', 'G001572725', 'G001586165', 'G001816025']",0.219531,0.2216468,0.219531
G000022905,['G000805675'],0.129604,0.2007679,0.215214
G000022965,['G000800475'],0.167688,0.19768329999999998,0.1945115
G000023025,['G000620425'],0.055211800000000005,0.16530425999999998,0.1630952
G000023065,"['G000017565', 'G000091565', 'G000648515', 'G000757825', 'G001514455']",0.243761,0.2533915,0.2533915
G000023105,['G000092865'],0.21089699999999997,0.2218413,0.219531
G000023125,"['G000428845', 'G000701505']",0.243761,0.2822411,0.295981
G000023145,['G000411375'],0.243761,0.2610959,0.263022
G000023205,"['G001408335', 'G001482365']",0.18676099999999998,0.19533599999999998,0.197292
G000023225,['G000428825'],0.159146,0.2493432,0.263022
G000023245,"['G000328705', 'G000716755']",0.170926,0.1889233,0.19173099999999998
G000023265,"['G000160775', 'G000215105', 'G900129455']",0.243761,0.25724369999999996,0.263022
G000023285,['G000271925'],0.0297077,0.16213624999999998,0.19518249999999998
G000023325,['G001027025'],0.243761,0.2610959,0.263022
G000023405,['G000233655'],0.133864,0.2067376,0.22482049999999998
G000023445,"['G000331025', 'G000425265']",0.23010999999999998,0.27291909999999997,0.27950149999999996
G000023465,['G001431365'],0.18226900000000001,0.2179325,0.21156750000000002
G000023585,['G000422465'],0.23010999999999998,0.2520264,0.2533915
G000023605,['G001049335'],0.18676099999999998,0.21485579999999999,0.219531
G000023705,"['G000093025', 'G000384355']",0.203604,0.2235019,0.22482049999999998
G000023725,['G000812865'],0.203604,0.2433592,0.2533915
G000023745,['G000013705'],0.203604,0.2309985,0.23010999999999998
G000023765,['G000820625'],0.000312573,0.0395070691,0.000994772
G000023785,['G000378345'],0.243761,0.290759,0.295981
G000023825,"['G000170795', 'G001412655', 'G900100435']",0.203604,0.2202951,0.215214
G000023845,"['G001643775', 'G900110565']",0.243761,0.285537,0.295981
G000023865,['G000244975'],0.154223,0.1849934,0.18924599999999997
G000023885,['G000210055'],0.21089699999999997,0.2462529,0.243761
G000023905,['G000373045'],0.11288699999999999,0.2262389,0.2533915
G000023925,['G001427985'],0.197292,0.20661929999999998,0.2072505
G000023945,['G000470655'],0.118834,0.2128295,0.219531
G000023965,['G000337735'],0.197292,0.2074827,0.2072505
G000023985,['G000091665'],0.147707,0.2193532,0.243761
G000024005,['G900114995'],0.0794837,0.22365886999999998,0.2369355
G000024025,"['G000719975', 'G000721275', 'G000787795', 'G001189535', 'G001696485']",0.219531,0.22482049999999998,0.22482049999999998
G000024065,['G000423205'],0.23010999999999998,0.2696185,0.263022
G000024085,"['G000153405', 'G000981765']",0.263022,0.2893892,0.295981
G000024105,['G000191725'],0.145727,0.18281409999999998,0.18924599999999997
G000024125,['G900115205'],0.23010999999999998,0.2828021,0.295981
G000024145,['G000516655'],0.00045892400000000004,0.0057996994,0.00638544
G000024165,"['G000429605', 'G900099695']",0.23010999999999998,0.2410308,0.243761
G000024185,['G000513315'],0.243761,0.2610959,0.263022
G000024205,"['G000016165', 'G000160115', 'G000178835', 'G000185385', 'G000210095', 'G000215085', 'G000233455', 'G000233715', 'G000245775', 'G000299355', 'G000686125', 'G000807255', 'G001512695', 'G900048895', 'G900104675', 'G900142285']",0.263022,0.263022,0.263022
G000024225,['G000758945'],0.10374000000000001,0.2082335,0.197292
G000024265,['G000210055'],0.142009,0.21895409999999998,0.219531
G000024285,"['G000017265', 'G000294675', 'G000429025', 'G000430585', 'G001399675']",0.263022,0.27950149999999996,0.27950149999999996
G000024305,['G000022385'],0.00737682,0.013639891,0.0154274
G000024325,"['G000008565', 'G000021985', 'G000022005', 'G000153445', 'G000173355', 'G000179555', 'G000195755', 'G000263355', 'G000272025', 'G000300695', 'G000303155', 'G000309485', 'G000312425', 'G000313345', 'G000331515', 'G000333615', 'G000375485', 'G000421265', 'G000422305', 'G000423325', 'G000427685', 'G000429665', 'G000432515', 'G000468475', 'G000473225', 'G000483025', 'G000484635', 'G000520555', 'G000620765', 'G000622325', 'G000632715', 'G000686525', 'G000711245', 'G000731985', 'G000743535', 'G000754095', 'G000767615', 'G000775575', 'G000786655', 'G000802305', 'G000807715', 'G000820765', 'G000827595', 'G000956415', 'G000996275', 'G001038565', 'G001045555', 'G001049335', 'G001205715', 'G001311035', 'G001368755', 'G001427875', 'G001436835', 'G001467035', 'G001518815', 'G001587505', 'G001594015', 'G001595385', 'G001614315', 'G001641695', 'G001795545', 'G001797465', 'G001797505', 'G001798425', 'G001804555', 'G001804625', 'G001824675', 'G001914235', 'G001927245', 'G001982185', 'G002006815', 'G900103545', 'G900110165', 'G900116045', 'G900119185']",0.295981,0.295981,0.295981
